freq_hz,s21_db_median,s21_db_hdi_low,s21_db_hdi_high,gd_ns_median,gd_ns_hdi_low,gd_ns_hdi_high
1186396337.475474,-37.825550432847336,-43.96647421980624,-33.54482037501551,1.3753968497253617,-6.5987705947639865,10.710366902255757
1188358404.1857424,-37.96581300714695,-44.00711514930535,-33.18644252185965,0.9727134722418863,-8.357791708880836,9.05475884777342
1190320470.8960104,-38.12007691057104,-43.882828463664424,-32.49040902418595,1.4662279174335255,-8.614009914519194,10.750037261009652
1192282537.6062787,-37.89460113115278,-44.658360071823836,-33.60651080400358,0.9020432181942958,-7.067305472438005,11.427077134246149
1194244604.3165467,-37.845703651634224,-44.61483851986087,-33.144168151597285,1.6695689815023307,-7.738977188006952,10.110868231604517
1196206671.026815,-38.53157500964595,-44.77313292861389,-33.92198515422032,2.014035734220223,-7.411250989292417,10.625654550018265
1198168737.737083,-37.98140452399746,-43.654957922204375,-33.33288765025119,1.8469607581617742,-7.099234559665112,10.940426722040698
1200130804.4473512,-38.41600302529845,-44.495170946869756,-33.362075660688575,1.8856251891551858,-6.419309581231555,10.867416398058635
1202092871.1576195,-38.037994039669165,-43.7752247406408,-33.33976992391809,1.613578519684086,-7.290888176400098,11.528646580118787
1204054937.8678875,-38.21267816538667,-45.08899295838758,-33.08349604866292,1.367410900833958,-7.011036169692222,11.0954909932391
1206017004.5781558,-38.050796067038064,-43.93351188095838,-33.79027872345653,1.2886325411375146,-7.611304657896034,11.087759258776305
1207979071.2884238,-38.059187636379924,-44.3184137596019,-33.33819424860824,0.9568575383988553,-8.635019188025751,9.966951398907515
1209941137.998692,-37.95950346896383,-43.71550295409683,-33.80319661157283,0.46483778656661917,-10.281942907140666,9.48673324372382
1211903204.70896,-38.09368786217071,-44.255084029067824,-33.40065931780555,0.29852808966389166,-8.719763501915548,10.805960641574524
1213865271.4192283,-38.090283760857815,-45.46446761518251,-33.74062175738155,0.5431660691157728,-8.446140946673763,10.877202082894819
1215827338.1294963,-38.011826841324115,-44.836443804224245,-32.58461354792437,0.8092328062447611,-7.320616846031676,12.018794411440359
1217789404.8397646,-37.8903000919415,-44.35292681895069,-33.1253490292906,1.183203048203104,-7.986525265687919,10.924799861579395
1219751471.5500326,-38.18471592784464,-44.15650464365618,-33.786805894646776,1.2969192452325145,-8.220379265411578,10.835491574404205
1221713538.2603009,-38.546281602224106,-45.02180813382957,-33.156729961286466,1.3260635153918594,-9.205537938486533,10.26221508338691
1223675604.9705691,-38.473306058161604,-44.30323785905355,-33.76633640423361,1.2448387677193402,-9.791175551181036,9.892890775792797
1225637671.6808372,-39.07685003585932,-45.44343374367101,-34.20414270146321,1.1854360020062495,-8.366616141735953,11.401674613865984
1227599738.3911052,-38.4065541468204,-45.38117831565007,-33.6178593830096,1.218067412307637,-7.77850558133392,12.028697634901963
1229561805.1013734,-38.07479444481788,-44.76582413476386,-33.388531229839565,1.277768221669386,-8.825286247823113,10.803338122770482
