unit,s21_db_max,s21_db_min,s21_db_mean,group_delay_mean_ns,group_delay_std_ps,passivity_sigma_max_mean
Unit 4,"-1.70415 [-1.7497, -1.64252]","-58.1659 [-68.4685, -51.9459]","-30.1298 [-30.2661, -30.015]","1.09218 [0.744436, 1.43397]","3930.21 [3487.13, 6584.98]","0.997801 [0.997511, 0.998022]"
