freq_hz,s21_db_median,s21_db_hdi_low,s21_db_hdi_high,gd_ns_median,gd_ns_hdi_low,gd_ns_hdi_high
1000000000.0,-37.631737501556515,-45.30753637387846,-32.630218580858994,2.321516894141711,-29.92542166313556,30.82102020615786
1001962066.7102681,-37.44298358225956,-43.33381464037005,-33.01094761843575,2.314799803511881,-18.467049100466404,24.06142348918171
1003924133.4205363,-36.77945194256593,-44.033700450846496,-32.55680638267128,1.7064936065618228,-11.700731163565294,14.431798936725654
1005886200.1308044,-36.29083576981956,-43.029396055689205,-31.711344975794194,1.5712128794316764,-6.312784305493942,10.082314266449645
1007848266.8410726,-36.07893183610594,-41.903527184256994,-31.269935707929566,1.5986279922354671,-4.951160347970854,7.900401199609886
1009810333.5513407,-36.11826019168055,-42.900652488697936,-31.07707718377362,1.3716005874240733,-6.616787518370497,8.105142417828793
1011772400.2616088,-36.21977134441481,-42.03643027349911,-31.783775037596538,1.2440124961458385,-6.978696363202283,9.410942493083805
1013734466.9718771,-36.21704883620012,-42.38637869799529,-31.848512156487907,0.9992891855275755,-7.0020997366556985,9.960440801449266
1015696533.6821452,-36.3611840178281,-41.819492484102064,-31.469505551207998,0.6441679932563651,-7.392226595152226,9.423205410627132
1017658600.3924134,-36.44488494219557,-41.70280647319929,-31.400529870411738,0.7876807598366155,-6.935643376086986,9.311402127837082
1019620667.1026815,-37.21822965159797,-42.73342647558611,-32.675186075699806,1.2144668215811918,-7.841941768681254,9.227940484635736
1021582733.8129497,-36.8886855258241,-43.11653537590365,-32.1391976954565,1.322475674257717,-7.916386002388641,11.599332374071079
1023544800.5232178,-37.640993109482466,-44.98030858219727,-31.714744843158297,1.3687898223299837,-8.244096149689835,11.441610479389492
1025506867.2334859,-37.926350407905424,-44.84172505239332,-32.2669943447515,1.436719020256374,-9.147697070615019,10.129349115164576
1027468933.9437541,-38.246794347833216,-46.16254405068183,-32.75048027800487,1.494402863299747,-9.10810606097726,10.820945433496673
1029431000.6540222,-38.69171198208412,-46.55005851181171,-33.15242839425606,1.513822108413789,-8.280671300947521,11.475548863458725
1031393067.3642904,-38.19741539387684,-47.15756317918405,-33.23548845107559,2.018492795970336,-9.003104660074959,11.753593796611264
1033355134.0745585,-38.47766007198986,-47.68511431669577,-32.99948682781247,1.5488320162929758,-8.170327714976308,11.159646399034726
1035317200.7848266,-38.38036833086235,-46.56988607262164,-32.856047244666904,1.354178357309617,-10.023976243250182,12.099466935530042
1037279267.4950948,-38.1267628424927,-46.26637604196582,-33.32901239515552,1.187299948012754,-9.976761671230243,12.952750090639755
1039241334.205363,-37.79185312942268,-45.227260335690445,-32.81359551521518,1.2515378988592794,-8.801284457612876,12.26573641852186
1041203400.9156312,-38.388096113207794,-45.35144857248986,-32.61992023784158,0.6782092387833527,-10.542045331510025,10.710379756293246
1043165467.6258993,-37.85098741347903,-45.70786031464493,-32.816484758344984,1.475596331702743,-7.574722766490917,13.119948062833375
1045127534.3361675,-37.93023515058786,-44.98712144176676,-32.705841172864154,1.088440711415445,-8.892981324088852,10.825677057009313
1047089601.0464356,-37.794757333191704,-45.58496268909104,-32.88953022577675,1.2756452035639878,-8.853909762275961,13.439734839156756
1049051667.7567037,-37.73878881344357,-44.86662226748247,-32.357243229036044,0.8994344122397551,-9.504730899710395,13.217944012478746
1051013734.4669719,-37.70915477543476,-45.732301172346695,-32.85736841994752,0.6401342976655822,-8.293144543637705,12.792010515992764
1052975801.17724,-37.69007356575892,-44.93017042391271,-32.21941398404222,1.0463457074118014,-8.818074257517068,11.92420378913308
1054937867.8875082,-37.96037072849883,-45.354241862037554,-33.437847901280726,1.2246066233682362,-8.3712400059653,12.330530078969398
1056899934.5977763,-37.81989197198381,-44.915713841334465,-31.617808585885125,0.603141249267914,-10.066896416789735,11.291645734802865
