unit,s21_db_max,s21_db_min,s21_db_mean,group_delay_mean_ns,group_delay_std_ps,passivity_sigma_max_mean
Unit 2,"-2.92558 [-2.9654, -2.87988]","-57.8781 [-69.0842, -51.172]","-29.4091 [-29.5288, -29.3026]","1.23337 [0.874928, 1.5386]","3717.99 [3265.93, 6560.72]","0.998026 [0.99776, 0.998288]"
