unit,s21_db_max,s21_db_min,s21_db_mean,group_delay_mean_ns,group_delay_std_ps,passivity_sigma_max_mean
Unit 1,"-2.6278 [-2.68677, -2.57589]","-57.8345 [-69.9805, -51.0196]","-29.0092 [-29.1152, -28.8863]","1.24237 [0.887904, 1.57835]","3876.6 [3435.09, 6687.15]","0.998161 [0.997932, 0.998411]"
