freq_hz,s21_db_median,s21_db_hdi_low,s21_db_hdi_high,gd_ns_median,gd_ns_hdi_low,gd_ns_hdi_high
1000000000.0,-39.485197521234895,-46.141073460879696,-33.72016346390022,0.331726011199045,-39.849820303777854,34.14216708554817
1001962066.7102681,-39.12843402670285,-45.434112268747455,-33.10197990303154,1.0347067250064135,-23.893463138383723,25.121848944102315
1003924133.4205363,-39.34096888065468,-47.9312643739975,-33.34551886928526,1.4423265836231118,-13.647530330589841,19.24766970825585
1005886200.1308044,-39.28054070684678,-45.538172106080225,-33.5769323186208,0.8376339731496578,-10.804278883191088,11.742683166849453
1007848266.8410726,-39.349812092452176,-47.24689729308562,-33.53025836042203,1.1082337918213319,-7.07190579628318,11.843320129513357
1009810333.5513407,-39.25356469855414,-47.80335817071206,-34.0457906092399,1.2540002269064179,-8.549450376913647,11.456898654824624
1011772400.2616088,-39.26899850167817,-47.142360188583794,-33.2706106094862,1.5821677763683306,-8.327227530922505,14.206868108272241
1013734466.9718771,-38.71813155542608,-47.577422980770294,-33.76772471759001,1.6105409305829685,-10.84672292926029,13.661025814259585
1015696533.6821452,-38.18035712173553,-46.386071720147505,-32.6919639256503,0.9327333196090948,-9.667894880785513,14.236993494931465
1017658600.3924134,-38.402355115015894,-46.11793797239535,-33.018080765358505,0.8078620058350303,-10.60385524031042,12.217490900887258
1019620667.1026815,-38.02971821739018,-44.42422354157281,-32.59166158707893,0.7342384793932857,-11.407984923378557,11.7280555535791
1021582733.8129497,-38.2853817711342,-46.53918728333387,-32.80038245957206,0.6103748089527864,-11.808942010756914,10.818548752687319
1023544800.5232178,-38.278763329896826,-46.75349341482605,-33.100701855367106,0.4325886350128532,-9.142998489087516,12.677530030707421
1025506867.2334859,-38.28999444609796,-43.65708977712743,-32.75738048727587,1.0082850162601624,-9.340399458212138,11.29307876117809
1027468933.9437541,-37.96805494595684,-45.32160675275652,-32.93162626833166,0.6222982870709488,-11.356920817687534,10.491549192768908
