unit,s21_db_max,s21_db_min,s21_db_mean,group_delay_mean_ns,group_delay_std_ps,passivity_sigma_max_mean
Unit 3,"-1.14217 [-1.20404, -1.08816]","-58.7244 [-71.2437, -52.4253]","-29.6241 [-29.7384, -29.5141]","1.18839 [0.829422, 1.52619]","3869.45 [3376.88, 6670.87]","0.997977 [0.997748, 0.998271]"
