points_used,finite_region_fraction,boundary_cell_fraction,mean_region_volume,std_region_volume,q90_region_volume,mean_density_proxy,q90_density_proxy,mean_neighbor_degree,std_neighbor_degree,mean_cell_anisotropy,q90_cell_anisotropy,mean_ridge_area,q90_ridge_area,mean_nn_distance,std_nn_distance,mean_abs_volume_gradient,q90_abs_volume_gradient,regime_boundary_count
512.0,0.896484375,0.103515625,10684.303398965672,41631.06947922276,947.5258748077898,1552.5693844288205,4268.207229896517,13.6484375,6.281905865944964,254.32233986420465,595.2910976141653,32311455.041144323,349.6160815934817,0.09023089525723349,0.13564730014848006,115919017.7943908,74771.03939959398,26.0
