points_used,finite_region_fraction,boundary_cell_fraction,mean_region_volume,std_region_volume,q90_region_volume,mean_density_proxy,q90_density_proxy,mean_neighbor_degree,std_neighbor_degree,mean_cell_anisotropy,q90_cell_anisotropy,mean_ridge_area,q90_ridge_area,mean_nn_distance,std_nn_distance,mean_abs_volume_gradient,q90_abs_volume_gradient,regime_boundary_count
512.0,0.703125,0.296875,3.820690932171134,11.208257385807055,8.741609810792918,8670.330403529404,15745.415756310744,12.8515625,5.729024027580418,482.1907282963622,325.0692895714782,543.7626345963572,3.978326736588729,0.03909272303416523,0.04785221409650278,119.46096022995714,19.874983195351493,26.0
