points_used,finite_region_fraction,boundary_cell_fraction,mean_region_volume,std_region_volume,q90_region_volume,mean_density_proxy,q90_density_proxy,mean_neighbor_degree,std_neighbor_degree,mean_cell_anisotropy,q90_cell_anisotropy,mean_ridge_area,q90_ridge_area,mean_nn_distance,std_nn_distance,mean_abs_volume_gradient,q90_abs_volume_gradient,regime_boundary_count
512.0,0.703125,0.296875,2.8309953245574855,8.540203377090624,4.950307273595158,5567.591563466559,13117.366406869556,12.95703125,5.91295166871195,681.2008823592554,440.4301204398316,48.31879665203922,5.658379831402625,0.037175839656687436,0.04995860320565091,50.857596580990936,8.732497100173624,27.0
