point_id,source_index,freq_hz,cell_volume,regime_intensity,density_proxy,neighbor_degree,cell_anisotropy,volume_gradient,regime_boundary
0,0,1000000000.0,0.00012523615518591897,5.477247148233461e-11,7984.914504366079,10.0,2.008569959726597,0.0,0
1,7,1013734466.9718771,0.353859767770387,1.5476180987971017e-07,2.825978229449513,13.0,28.729603025094775,0.35373453161520113,0
2,8,1015696533.6821452,10.771330445258378,4.7108791288256595e-06,0.09283904203682794,17.0,77.38807814539324,10.41747067748799,0
3,11,1021582733.8129497,1.2890554128398393,5.637729035525171e-07,0.7757618408321061,9.0,8.837467179612723,9.482275032418539,0
4,20,1039241334.205363,2243078.485430725,0.9810182386508336,4.4581587603608797e-07,15.0,812.5881675030017,2243077.1963753123,1
5,21,1041203400.9156312,0.00016433707062548343,7.187339391697288e-11,6085.054273566184,9.0,3.203826726625859,2243078.485266388,1
6,24,1047089601.0464356,36566.58322488456,0.01599252335651866,2.734737325196609e-05,12.0,119.98956688532358,36566.58306054749,0
7,29,1056899934.5977763,2240263.3840702744,0.979787044202583,4.463760855579074e-07,15.0,3249.208503685464,2203696.8008453897,1
8,32,1062786134.7285807,1.7096541015903086,7.477232144742518e-07,0.584913637834239,9.0,112.80555277614884,2240261.674416173,1
9,34,1066710268.1491171,4.380799049069032e-05,1.9159578208765608e-11,22826.88536890606,10.0,12.942747732369535,1.7096102935998179,0
10,39,1076520601.7004578,5.5151769074421505e-05,2.4120819537652988e-11,18131.784322617485,10.0,4.093073983548789,1.1343778583731188e-05,0
11,42,1082406801.8312624,21.44795625931231,9.38033885520967e-06,0.04662448896806994,7.0,167.03471382915166,21.447901107543235,0
12,43,1084368868.5415304,6.778395515280908,2.964555040080409e-06,0.1475275377108783,15.0,16.355430643499957,14.6695607440314,0
13,44,1086330935.2517986,6489883.702218977,1.0,1.5408596607949796e-07,16.0,874.9768516485537,6489876.923823462,1
14,47,1092217135.382603,172222.53347244335,0.07532212873535608,5.8064411191582315e-06,15.0,277.6982211044301,6317661.168746534,1
15,48,1094179202.0928712,30.44877281997795,1.3316877530122729e-05,0.032842046078909636,22.0,42.25823663921244,172192.08469962337,0
16,49,1096141268.8031392,0.0007575039473524905,3.3129700678311135e-10,1320.1251322516782,8.0,8.86248594511535,30.4480153160306,0
17,56,1109875735.7750163,211.7115634912144,9.259279444173496e-05,0.004723407562201926,10.0,59.79468906769847,211.71080598726707,0
18,62,1121648136.0366251,0.0,0.0,0.0,11.0,524.4259361057676,211.7115634912144,0
19,68,1133420536.2982342,0.46631868987151154,2.0394611368218348e-07,2.144456187834533,11.0,18.140320182870664,0.46631868987151154,0
20,69,1135382603.0085022,0.028467854219888986,1.2450515836320122e-08,35.12734020066133,15.0,19.674957651291926,0.4378508356516225,0
21,71,1139306736.4290385,37.96021756742162,1.6602034221572717e-05,0.026343368507408076,10.0,37.36847647297575,37.93174971320173,0
22,74,1145192936.559843,5.738113293889574e-05,2.509583963875229e-11,17427.330750641562,8.0,6.614364093076589,37.96016018628868,0
23,77,1151079136.6906476,0.0006393249756317519,2.7961101922802886e-10,1564.149746297172,16.0,10.286265765737301,0.0005819438426928562,0
24,79,1155003270.111184,612445.3286700725,0.26785511140350204,1.6327988037258836e-06,11.0,635.3576477860286,612445.3280307475,0
25,83,1162851536.9522564,8.12790895535442,3.5547694737774644e-06,0.12303287419836406,12.0,28.238106353392784,612437.2007611172,0
26,85,1166775670.3727927,0.0004552499939008289,1.9910518069840716e-10,2196.595301923812,10.0,8.212575129939603,8.127453705360518,0
27,86,1168737737.0830607,899.5204306421624,0.00039340841358458426,0.0011117034876974442,10.0,21.66882274904238,899.5199753921685,0
28,89,1174623937.2138653,4.141715908459118e-05,1.8113939712316793e-11,24144.581568547463,9.0,8.643136207774186,899.5203892250033,0
29,93,1182472204.0549378,1.7801977364372734,7.785757204632734e-07,0.5617353508159985,12.0,45.68257083120034,1.7801563192781888,0
30,94,1184434270.765206,1288.9682220972375,0.0005637347703755955,0.000775814316331967,27.0,815.268542990285,1287.1880243608002,0
31,97,1190320470.8960104,7954.547030415654,0.003478949028190208,0.00012571426080910936,11.0,262.81095735877545,6665.578808318417,0
32,99,1194244604.3165467,2664121.690677254,1.0,3.753582291302118e-07,16.0,160.54095494988653,2656167.143646838,1
33,110,1215827338.1294963,199095.79276012626,0.08707524288826879,5.0227078439814935e-06,12.0,165.18249645255398,2465025.8979171277,1
34,111,1217789404.8397646,0.19195347403557025,8.395152475688948e-08,5.20959573677465,9.0,23.299716039919346,199095.60080665222,0
35,112,1219751471.5500326,680614.1915162626,0.29766900253328926,1.4692611650841636e-06,13.0,168.12711628175694,680613.9995627885,0
36,113,1221713538.2603009,865.4305962576475,0.00037849910501557373,0.0011554941601605781,10.0,65.62498623800015,679748.7609200049,0
37,115,1225637671.6808372,29.391679465716365,1.2854554046025798e-05,0.03402323440436285,18.0,64.104078883522,836.0389167919311,0
38,121,1237410071.942446,0.00027874695468693277,1.219109577718358e-10,3587.483126176716,11.0,7.902796792912956,29.391400718761677,0
39,124,1243296272.0732505,0.0006038443164688481,2.640934285666934e-10,1656.0559917028438,7.0,5.500661387017282,0.0003250973617819153,0
40,125,1245258338.7835186,26.460846797754847,1.1572744104742435e-05,0.03779168549076103,16.0,85.16608024991164,26.460242953438378,0
41,133,1260954872.465664,0.48759696025456334,2.1325223982458163e-07,2.0508741471150103,17.0,9.5650153013257,25.973249837500283,0
42,135,1264879005.8862002,410496.74962850765,0.17953219243468505,2.4360728821969537e-06,18.0,80.92991457876188,410496.2620315474,0
43,136,1266841072.5964682,0.00012222369171949388,5.345496002518877e-11,8181.719744755401,7.0,11.266439290269627,410496.74950628396,0
44,137,1268803139.3067365,43.80154594232489,1.915675966294681e-05,0.022830244423717692,14.0,250.63755407414408,43.801423718633174,0
45,139,1272727272.7272727,7.897081673913762,3.453816353080936e-06,0.12662905631369484,15.0,44.36760189031309,35.90446426841113,0
46,142,1278613472.858077,7.276832110251397e-05,3.1825480321460316e-11,13742.243480497298,11.0,6.249669731267045,7.89700890559266,0
47,147,1288423806.4094179,0.0007476201720023314,3.2697430298642645e-10,1337.577604392547,14.0,7.3684233769984555,0.0006748518508998174,0
