points_used,finite_region_fraction,boundary_cell_fraction,mean_region_volume,std_region_volume,q90_region_volume,mean_density_proxy,q90_density_proxy,mean_neighbor_degree,std_neighbor_degree,mean_cell_anisotropy,q90_cell_anisotropy,mean_ridge_area,q90_ridge_area,mean_nn_distance,std_nn_distance,mean_abs_volume_gradient,q90_abs_volume_gradient,regime_boundary_count
512.0,0.900390625,0.099609375,46546.25225209446,151294.92623938955,36566.58322488456,1916.8332250618037,4625.732078788137,14.015625,6.634408855306929,338.94012641780716,783.5081688433241,1655639.1720098513,1066.896682724113,0.07864047861855272,0.11457892348984929,3719907.1799409715,531054.7550236521,26.0
