point_id,source_index,freq_hz,cell_volume,regime_intensity,density_proxy,neighbor_degree,cell_anisotropy,volume_gradient,regime_boundary
0,0,1000000000.0,0.0,0.0,0.0,13.0,18.597074411473294,0.0,0
1,2,1003924133.4205363,0.0,0.0,0.0,9.0,140.42142071384987,0.0,0
2,6,1011772400.2616088,0.0,0.0,0.0,18.0,51.60910561084244,0.0,0
3,8,1015696533.6821452,0.7168221863907122,0.0005936891523247041,1.3950461062508792,21.0,557.7957374191276,0.7168221863907122,0
4,10,1019620667.1026815,0.003362344202089062,2.784773291146563e-06,297.4115496805108,10.0,14.204710664185548,0.7134598421886231,0
5,12,1023544800.5232178,0.0,0.0,0.0,12.0,33.96389819854349,0.003362344202089062,0
6,21,1041203400.9156312,0.7598325335666661,0.0006293113429333041,1.3160794725446512,14.0,27.460426948219677,0.7598325335666661,0
7,24,1047089601.0464356,0.8960166054271729,0.0007421022242955085,1.1160507449771395,25.0,3452.0291542993564,0.13618407186050674,0
8,26,1051013734.4669719,0.0,0.0,0.0,9.0,6.482282476953213,0.8960166054271729,0
9,29,1056899934.5977763,1.3285773592810166,0.001100359309748564,0.7526848120762912,15.0,337.75712959205606,1.3285773592810166,0
10,31,1060824068.0183126,0.0,0.0,0.0,8.0,3.2934253928912507,1.3285773592810166,0
11,36,1070634401.5696534,266.7171137506943,0.22090144554598437,0.0037492907220596115,18.0,248.13994893873908,266.7171137506943,0
12,37,1072596468.2799215,0.0,0.0,0.0,10.0,105.86533456693216,266.7171137506943,0
13,41,1080444735.120994,0.0,0.0,0.0,23.0,546.4300934852288,0.0,0
14,46,1090255068.672335,0.00986793715343786,8.172859818020114e-06,101.33830245871344,14.0,67.94134516537726,0.00986793715343786,0
15,49,1096141268.8031392,0.0,0.0,0.0,9.0,170.1901597741357,0.00986793715343786,0
16,53,1103989535.644212,3.225845914116943e-05,2.6717221685411445e-08,30999.61980899898,9.0,4.243465631902431,3.225845914116943e-05,0
