points_used,finite_region_fraction,boundary_cell_fraction,mean_region_volume,std_region_volume,q90_region_volume,mean_density_proxy,q90_density_proxy,mean_neighbor_degree,std_neighbor_degree,mean_cell_anisotropy,q90_cell_anisotropy,mean_ridge_area,q90_ridge_area,mean_nn_distance,std_nn_distance,mean_abs_volume_gradient,q90_abs_volume_gradient,regime_boundary_count
512.0,0.693359375,0.306640625,5.645463010307004,16.532569931663573,13.739373468230141,8445.221903615578,13445.212836565692,12.8359375,5.813544722980443,475.09140901191097,508.67566225413805,360.55809346984734,7.286470167418775,0.03663837210342909,0.05054693364350294,142.30018446381266,26.853603729916713,26.0
