points_used,finite_region_fraction,boundary_cell_fraction,mean_region_volume,std_region_volume,q90_region_volume,mean_density_proxy,q90_density_proxy,mean_neighbor_degree,std_neighbor_degree,mean_cell_anisotropy,q90_cell_anisotropy,mean_ridge_area,q90_ridge_area,mean_nn_distance,std_nn_distance,mean_abs_volume_gradient,q90_abs_volume_gradient,regime_boundary_count
512.0,0.8984375,0.1015625,10070.96346059488,35783.03860908106,2952.224746824562,1486.2982635384005,3503.8851614070977,13.91796875,6.316915950368775,396.3839464425051,831.0502166220995,636925.0965878825,493.02767505484985,0.07525439137053465,0.09854499815033607,666665.5584770585,84378.24940284113,26.0
