n_nodes,n_edges,mean_degree,max_degree,n_components,graph_diameter,branch_point_count,cycle_count,largest_component_fraction,mean_edge_length,std_edge_length,quantization_rmse,mean_node_error,error_concentration
32.0,34.0,2.125,4.0,1.0,26.0,5.0,3.0,1.0,0.2864842330142744,0.11668834818734888,0.1617050677536188,0.2442637780803834,0.05360952365686591
