,Unit 1,Unit 2,Unit 3,Unit 4
Unit 1,0.0,15.5996344144597,6.5676861042661585,11.456107245686045
Unit 2,15.5996344144597,0.0,21.967988323207038,6.789161351485334
Unit 3,6.5676861042661585,21.967988323207038,0.0,17.452320054745712
Unit 4,11.456107245686045,6.789161351485334,17.452320054745712,0.0
