points_used,finite_region_fraction,boundary_cell_fraction,mean_region_volume,std_region_volume,q90_region_volume,mean_density_proxy,q90_density_proxy,mean_neighbor_degree,std_neighbor_degree,mean_cell_anisotropy,q90_cell_anisotropy,mean_ridge_area,q90_ridge_area,mean_nn_distance,std_nn_distance,mean_abs_volume_gradient,q90_abs_volume_gradient,regime_boundary_count
512.0,0.89453125,0.10546875,27648.211189337562,94609.57100013665,19869.195408105417,2337.7194324535208,6825.290606215455,13.67578125,6.274978163479809,352.187025657503,585.6259983348386,1073809671.73803,715.5050569470468,0.0807445939879248,0.12262811566987067,2789161247.9970727,275602.12054923427,26.0
