points_used,finite_region_fraction,boundary_cell_fraction,mean_region_volume,std_region_volume,q90_region_volume,mean_density_proxy,q90_density_proxy,mean_neighbor_degree,std_neighbor_degree,mean_cell_anisotropy,q90_cell_anisotropy,mean_ridge_area,q90_ridge_area,mean_nn_distance,std_nn_distance,mean_abs_volume_gradient,q90_abs_volume_gradient,regime_boundary_count
512.0,0.720703125,0.279296875,6.28600437055203,20.742714082744467,10.247050132198362,8571.74921281207,11196.820175720359,13.09765625,6.030054477932677,441.24396565388986,529.1858741041829,464.4703669302331,4.024525663400595,0.04002772977306916,0.05242175371798081,392.25452537124875,19.166651750737156,26.0
