n_nodes,n_edges,mean_degree,max_degree,n_components,graph_diameter,branch_point_count,cycle_count,largest_component_fraction,mean_edge_length,std_edge_length,quantization_rmse,mean_node_error,error_concentration
32.0,37.0,2.3125,4.0,1.0,18.0,9.0,6.0,1.0,0.3227209648684243,0.18037599506168667,0.20975466472362506,0.410816109853606,0.0692773798968107
