source_index,freq_hz,node_id
0,1000000000.0,1
4,1007848266.8410726,26
15,1029431000.6540222,26
16,1031393067.3642904,26
20,1039241334.205363,26
24,1047089601.0464356,1
26,1051013734.4669719,22
28,1054937867.8875082,26
38,1074558534.9901896,22
39,1076520601.7004578,26
40,1078482668.410726,22
43,1084368868.5415304,26
53,1103989535.644212,22
56,1109875735.7750163,26
62,1121648136.0366251,22
66,1129496402.877698,11
67,1131458469.587966,22
68,1133420536.2982342,22
71,1139306736.4290385,22
74,1145192936.559843,22
75,1147155003.270111,22
77,1151079136.6906476,22
78,1153041203.4009156,11
79,1155003270.111184,22
80,1156965336.821452,22
83,1162851536.9522564,11
89,1174623937.2138653,11
90,1176586003.9241333,22
94,1184434270.765206,22
95,1186396337.475474,11
97,1190320470.8960104,11
98,1192282537.6062787,11
100,1196206671.026815,11
104,1204054937.8678875,11
105,1206017004.5781558,22
108,1211903204.70896,11
110,1215827338.1294963,11
111,1217789404.8397646,11
114,1223675604.9705691,22
115,1225637671.6808372,3
128,1251144538.914323,11
130,1255068672.3348594,11
132,1258992805.7553957,11
133,1260954872.465664,11
135,1264879005.8862002,11
138,1270765206.0170045,11
140,1274689339.437541,11
141,1276651406.147809,11
142,1278613472.858077,11
143,1280575539.5683453,11
144,1282537606.2786136,11
145,1284499672.9888816,11
148,1290385873.1196861,11
150,1294310006.5402224,11
156,1306082406.8018312,3
161,1315892740.353172,3
168,1329627207.325049,3
172,1337475474.1661217,3
173,1339437540.8763897,3
178,1349247874.4277306,3
180,1353172007.8482668,3
181,1355134074.558535,3
184,1361020274.6893394,3
185,1362982341.3996077,3
186,1364944408.1098757,11
187,1366906474.820144,3
188,1368868541.530412,3
190,1372792674.9509482,3
192,1376716808.3714848,3
193,1378678875.0817528,3
196,1384565075.2125573,3
202,1396337475.4741662,3
203,1398299542.1844344,3
205,1402223675.6049705,3
207,1406147809.025507,3
208,1408109875.735775,3
212,1415958142.5768476,3
218,1427730542.8384566,25
220,1431654676.2589927,25
221,1433616742.969261,3
222,1435578809.6795292,25
223,1437540876.3897972,25
227,1445389143.2308698,4
229,1449313276.6514063,25
230,1451275343.3616743,25
233,1457161543.4924788,25
237,1465009810.3335514,25
238,1466971877.0438194,4
247,1484630477.4362328,25
249,1488554610.856769,4
251,1492478744.2773054,4
252,1494440810.9875736,25
253,1496402877.6978416,4
257,1504251144.5389142,4
258,1506213211.2491825,25
260,1510137344.6697187,4
261,1512099411.379987,4
263,1516023544.8005233,4
265,1519947678.2210596,4
270,1529758011.7724004,4
271,1531720078.4826684,4
273,1535644211.9032047,4
274,1537606278.613473,4
276,1541530412.0340092,4
283,1555264879.005886,4
285,1559189012.4264226,4
288,1565075212.557227,4
289,1567037279.2674952,4
290,1568999345.9777632,4
296,1580771746.2393723,4
297,1582733812.9496403,4
302,1592544146.500981,4
303,1594506213.2112494,4
304,1596468279.9215174,4
305,1598430346.6317854,12
309,1606278613.472858,4
310,1608240680.1831262,12
315,1618051013.734467,12
316,1620013080.444735,12
319,1625899280.5755396,12
323,1633747547.4166121,12
324,1635709614.1268802,12
327,1641595814.2576847,12
333,1653368214.5192938,12
334,1655330281.2295618,12
335,1657292347.9398298,31
336,1659254414.650098,31
337,1661216481.3603663,12
342,1671026814.911707,12
345,1676913015.0425115,31
353,1692609548.7246566,12
354,1694571615.4349248,31
355,1696533682.145193,30
359,1704381948.9862657,12
363,1712230215.8273382,12
367,1720078482.6684108,30
368,1722040549.3786788,31
369,1724002616.088947,31
371,1727926749.5094833,30
372,1729888816.2197514,30
374,1733812949.6402879,30
375,1735775016.350556,30
377,1739699149.7710922,30
378,1741661216.4813604,31
380,1745585349.9018967,12
382,1749509483.322433,30
383,1751471550.032701,31
391,1767168083.7148464,30
392,1769130150.4251146,15
393,1771092217.1353827,31
395,1775016350.555919,30
397,1778940483.9764552,30
406,1796599084.3688686,15
407,1798561151.0791368,31
408,1800523217.7894049,15
423,1829954218.443427,15
431,1845650752.1255722,15
433,1849574885.5461087,15
434,1851536952.2563767,15
435,1853499018.9666448,15
437,1857423152.3871813,15
439,1861347285.8077173,15
440,1863309352.5179856,2
441,1865271419.2282538,2
445,1873119686.0693264,15
449,1880967952.910399,15
450,1882930019.620667,15
457,1896664486.592544,30
460,1902550686.7233486,2
461,1904512753.4336166,15
463,1908436886.8541532,15
468,1918247220.4054937,15
470,1922171353.8260303,2
472,1926095487.2465663,15
474,1930019620.6671028,2
480,1941792020.9287117,2
482,1945716154.349248,15
489,1959450621.321125,2
491,1963374754.741661,2
492,1965336821.4519293,15
493,1967298888.1621976,2
496,1973185088.2930021,2
501,1982995421.8443427,2
503,1986919555.264879,2
505,1990843688.6854153,2
506,1992805755.3956835,2
507,1994767822.1059518,2
515,2010464355.788097,2
517,2014388489.208633,2
524,2028122956.18051,2
527,2034009156.3113146,2
529,2037933289.7318509,2
531,2041857423.1523871,2
532,2043819489.8626554,2
534,2047743623.2831917,2
538,2055591890.1242642,2
540,2059516023.5448005,2
544,2067364290.385873,2
545,2069326357.0961413,2
547,2073250490.5166776,24
550,2079136690.647482,24
552,2083060824.0680184,2
554,2086984957.4885547,24
561,2100719424.4604316,24
562,2102681491.1706998,24
563,2104643557.8809679,24
568,2114453891.4323087,24
573,2124264224.9836495,24
576,2130150425.1144538,24
577,2132112491.824722,24
583,2143884892.086331,24
587,2151733158.9274035,24
591,2159581425.7684765,17
593,2163505559.1890125,17
594,2165467625.8992805,5
599,2175277959.4506216,5
602,2181164159.5814257,5
609,2194898626.553303,5
616,2208633093.52518,5
618,2212557226.945716,5
619,2214519293.6559844,5
624,2224329627.207325,27
630,2236102027.468934,27
631,2238064094.179202,27
632,2240026160.88947,27
633,2241988227.599738,29
634,2243950294.3100066,29
638,2251798561.151079,6
643,2261608894.70242,6
652,2279267495.0948334,20
657,2289077828.646174,7
661,2296926095.4872465,7
663,2300850228.9077826,7
664,2302812295.618051,7
667,2308698495.7488556,8
677,2328319162.8515368,13
679,2332243296.2720733,13
682,2338129496.402878,14
685,2344015696.533682,14
686,2345977763.2439504,14
693,2359712230.2158275,21
695,2363636363.636364,21
696,2365598430.346632,21
697,2367560497.0569,21
701,2375408763.8979726,21
713,2398953564.4211903,0
720,2412688031.3930674,0
721,2414650098.1033354,0
722,2416612164.8136034,0
723,2418574231.523872,0
728,2428384565.0752125,0
729,2430346631.7854805,0
732,2436232831.9162855,0
734,2440156965.3368216,0
736,2444081098.7573576,0
737,2446043165.4676256,0
739,2449967298.888162,0
740,2451929365.5984306,0
742,2455853499.0189667,0
745,2461739699.149771,0
747,2465663832.5703077,0
748,2467625899.2805758,0
749,2469587965.990844,0
752,2475474166.121648,0
760,2491170699.8037934,0
764,2499018966.644866,0
766,2502943100.065402,0
780,2530412034.009156,0
784,2538260300.8502293,21
785,2540222367.5604973,0
786,2542184434.2707653,21
788,2546108567.6913013,21
789,2548070634.4015694,21
790,2550032701.111838,21
793,2555918901.2426424,21
800,2569653368.2145195,14
801,2571615434.9247875,14
806,2581425768.476128,13
812,2593198168.737737,9
814,2597122302.1582737,9
817,2603008502.2890778,10
824,2616742969.260955,7
825,2618705035.971223,7
826,2620667102.681491,7
831,2630477436.232832,20
837,2642249836.494441,6
841,2650098103.335513,6
846,2659908436.886854,6
853,2673642903.8587313,27
859,2685415304.1203403,27
861,2689339437.5408764,27
862,2691301504.2511444,18
864,2695225637.671681,18
868,2703073904.5127535,18
870,2706998037.9332895,18
871,2708960104.643558,18
872,2710922171.353826,18
873,2712884238.0640945,18
876,2718770438.1948986,18
877,2720732504.9051666,28
883,2732504905.1667757,19
888,2742315238.7181168,19
893,2752125572.269457,19
896,2758011772.400262,19
897,2759973839.11053,19
898,2761935905.820798,19
903,2771746239.372139,19
904,2773708306.082407,19
907,2779594506.213211,19
909,2783518639.6337476,19
911,2787442773.054284,19
918,2801177240.026161,12
919,2803139306.736429,31
923,2810987573.577502,31
925,2814911706.9980383,12
932,2828646173.969915,12
944,2852190974.4931326,12
948,2860039241.3342056,12
949,2862001308.0444736,12
950,2863963374.7547417,12
952,2867887508.1752777,12
953,2869849574.885546,12
954,2871811641.595814,31
956,2875735775.0163507,4
962,2887508175.27796,12
965,2893394375.408764,12
966,2895356442.119032,12
968,2899280575.5395684,4
972,2907128842.380641,12
974,2911052975.801177,4
981,2924787442.773054,4
982,2926749509.483322,4
985,2932635709.614127,4
989,2940483976.4551992,4
992,2946370176.5860043,4
997,2956180510.1373444,4
998,2958142576.847613,4
1003,2967952910.3989534,4
1005,2971877043.81949,4
1012,2985611510.791367,4
1019,2999345977.7632437,25
1020,3001308044.473512,25
1022,3005232177.8940487,4
1023,3007194244.6043167,25
1024,3009156311.3145847,4
1025,3011118378.0248528,25
1027,3015042511.4453893,25
1034,3028776978.417266,4
1039,3038587311.968607,4
1042,3044473512.0994115,25
1044,3048397645.519948,25
1046,3052321778.940484,25
1049,3058207979.071288,3
1051,3062132112.491825,3
1054,3068018312.622629,25
1062,3083714846.3047743,3
1064,3087638979.725311,25
1067,3093525179.8561153,3
1069,3097449313.2766514,3
1072,3103335513.407456,25
1082,3122956180.5101376,25
1084,3126880313.9306736,3
1093,3144538914.3230867,3
1097,3152387181.16416,3
1100,3158273381.294964,3
1101,3160235448.0052323,11
1104,3166121648.136037,3
1107,3172007848.266841,11
1110,3177894048.3976455,3
1114,3185742315.238718,11
1116,3189666448.6592546,11
1117,3191628515.3695226,3
1120,3197514715.500327,11
1121,3199476782.210595,3
1124,3205362982.3413997,11
1131,3219097449.313277,3
1133,3223021582.733813,11
1139,3234793982.995422,11
1140,3236756049.70569,11
1142,3240680183.1262264,11
1144,3244604316.5467625,11
1145,3246566383.257031,11
1146,3248528449.967299,11
1148,3252452583.387835,22
1149,3254414650.0981035,11
1150,3256376716.8083715,11
1158,3272073250.4905167,11
1159,3274035317.2007847,22
1167,3289731850.8829303,22
1168,3291693917.5931983,22
1170,3295618051.0137343,11
1171,3297580117.724003,22
1172,3299542184.434271,11
1173,3301504251.144539,11
1175,3305428384.5650754,11
1177,3309352517.9856114,11
1179,3313276651.406148,22
1180,3315238718.116416,11
1181,3317200784.826684,22
1184,3323086984.9574885,22
1187,3328973185.088293,11
1193,3340745585.349902,22
1194,3342707652.06017,22
1196,3346631785.480706,22
1200,3354480052.321779,11
1202,3358404185.7423153,11
1206,3366252452.583388,22
1207,3368214519.293656,22
1213,3379986919.555265,22
1215,3383911052.975801,22
1216,3385873119.6860695,22
1219,3391759319.816874,11
1220,3393721386.527142,26
1222,3397645519.947678,26
1224,3401569653.3682146,22
1228,3409417920.209287,22
1237,3427076520.6017003,26
1239,3431000654.022237,22
1243,3438848920.8633094,26
1247,3446697187.704382,22
1248,3448659254.41465,26
1251,3454545454.5454545,22
1253,3458469587.965991,26
1257,3466317854.8070636,22
1259,3470241988.2275996,26
1262,3476128188.358404,1
1265,3482014388.4892087,26
1267,3485938521.9097447,22
1271,3493786788.750818,26
1272,3495748855.461086,26
1277,3505559189.0124264,26
1279,3509483322.432963,1
1282,3515369522.5637674,26
1287,3525179856.115108,1
1291,3533028122.9561806,1
1304,3558534990.1896663,22
1306,3562459123.610203,26
1308,3566383257.0307393,26
1311,3572269457.1615434,26
1313,3576193590.58208,1
1316,3582079790.7128844,26
1318,3586003924.1334205,26
1323,3595814257.6847615,1
1325,3599738391.1052976,1
1327,3603662524.525834,26
1330,3609548724.656638,26
1332,3613472858.0771747,1
1333,3615434924.7874427,1
1336,3621321124.918247,1
1337,3623283191.6285152,1
1344,3637017658.6003923,1
1355,3658600392.413342,26
1359,3666448659.2544146,26
1362,3672334859.385219,1
1367,3682145192.9365597,1
1371,3689993459.7776327,1
1373,3693917593.1981688,1
1375,3697841726.6187053,1
1385,3717462393.7213864,1
1386,3719424460.431655,1
1392,3731196860.6932635,1
1393,3733158927.4035316,1
1395,3737083060.824068,1
1396,3739045127.534336,1
1397,3741007194.2446046,1
1404,3754741661.216481,1
1405,3756703727.9267497,1
1406,3758665794.6370177,1
1410,3766514061.4780903,1
1412,3770438194.898627,26
1416,3778286461.7396994,1
1420,3786134728.580772,1
1421,3788096795.29104,1
1423,3792020928.7115765,1
1425,3795945062.1321125,26
1429,3803793328.973185,26
1430,3805755395.683453,1
1432,3809679529.1039896,1
1433,3811641595.8142576,1
1435,3815565729.234794,1
1436,3817527795.945062,1
1438,3821451929.3655987,1
1448,3841072596.46828,1
1449,3843034663.1785483,1
1450,3844996729.8888164,1
1454,3852844996.729889,26
1456,3856769130.150425,1
1458,3860693263.5709615,1
1459,3862655330.2812295,1
1462,3868541530.412034,1
1463,3870503597.122302,1
1464,3872465663.8325706,1
1468,3880313930.673643,1
1472,3888162197.5147157,1
1478,3899934597.7763243,26
1480,3903858731.196861,26
1481,3905820797.907129,1
1485,3913669064.7482014,26
1490,3923479398.2995424,1
1491,3925441465.0098104,1
1492,3927403531.7200785,1
1495,3933289731.850883,1
1497,3937213865.271419,1
1506,3954872465.6638327,26
1507,3956834532.3741007,26
