time_s,impulse_re,impulse_im,impulse_mag,step_re,step_im,step_mag
3.504693603515625e-07,-62.84001197796273,-113.13705271068929,129.41738600919038,2.1233244382655368e-06,2.5569645379799865e-06,3.3236387166211162e-06
3.50562744140625e-07,44.06201512481521,-141.16245929827065,147.87934640102844,2.127439116191621e-06,2.543782252657333e-06,3.3161461581234024e-06
3.506561279296875e-07,159.18352551863236,-51.5943673611927,167.33610949207224,2.142304276960878e-06,2.5389641751388625e-06,3.322018467396507e-06
3.5074951171875e-07,129.29047395453713,126.40061281202621,180.81244861636216,2.154377911308439e-06,2.5507679433030714e-06,3.3388263335064755e-06
3.508428955078125e-07,-71.75761500252725,176.43971607276484,190.4734331046952,2.147676913325415e-06,2.567244552531058e-06,3.347127233394538e-06
3.50936279296875e-07,-193.81135392670012,-7.463938774963603,193.9550238919761,2.1295780747324067e-06,2.5665475416469213e-06,3.335006605677842e-06
3.510296630859375e-07,-57.51248703746186,-172.73760492145277,182.06033702933246,2.124207340774441e-06,2.550416649585775e-06,3.3191688587784066e-06
3.51123046875e-07,114.24885679032668,-102.09253198347427,153.21777431059783,2.1348763319175805e-06,2.5408828621141732e-06,3.3187019558205853e-06
3.512164306640625e-07,117.36528712572525,44.18183794885912,125.40592261389881,2.145836347133789e-06,2.545008729549583e-06,3.3289161993303564e-06
3.51309814453125e-07,16.685590922014057,124.07967235948739,125.1965416345617,2.1473945108368336e-06,2.5565957595001456e-06,3.3387849680184994e-06
3.514031982421875e-07,-139.70110944481243,78.90129448394883,160.442557481967,2.134348691900642e-06,2.5639638613409926e-06,3.3360687973842196e-06
3.5149658203125e-07,-155.17745386321803,-144.58562190832933,212.0967803859585,2.1198576332818233e-06,2.550461908123235e-06,3.3164216152610673e-06
3.515899658203125e-07,108.94866926033676,-221.27404789173065,246.64147421711166,2.1300316728306704e-06,2.529798499109908e-06,3.3071007504097255e-06
3.51683349609375e-07,237.60402277452525,41.644151409698985,241.22584228326582,2.152220036773848e-06,2.5336873877608385e-06,3.3243981208015937e-06
3.5177673339843747e-07,19.270685744464245,202.564188115923,203.4787694972744,2.154019606426499e-06,2.5526035991754726e-06,3.339997844219865e-06
3.518701171875e-07,-152.14250814330396,59.18422215676004,163.2486292023184,2.139811962538605e-06,2.5581304460931874e-06,3.335090195819634e-06
3.5196350097656247e-07,-95.9918707802452,-107.62532543898205,144.2139033926275,2.1308478779259475e-06,2.5480799854046106e-06,3.321629764269503e-06
3.52056884765625e-07,58.164758990869345,-134.3104544333007,146.3640576048152,2.136279523510422e-06,2.535537566258923e-06,3.3155151865856594e-06
3.5215026855468747e-07,148.1490715293368,1.9096667304944694,148.1613789826016,2.150114245155923e-06,2.535715898174063e-06,3.3245821366714827e-06
3.5224365234375e-07,33.92241372801754,124.76693702363676,129.29624405757087,2.153282048683991e-06,2.5473671075030526e-06,3.3355213627817156e-06
3.523370361328125e-07,-91.58779921725854,36.79024624663156,98.70079627008411,2.144729232961188e-06,2.5508027200981054e-06,3.3326352935144557e-06
3.52430419921875e-07,-41.35853193272673,-71.1802029204233,82.32344411783933,2.1408670165392473e-06,2.5441556430431587e-06,3.3250623330298645e-06
3.525238037109375e-07,35.193894224410656,-82.63105159223284,89.81370094766862,2.144153555733788e-06,2.5364392423512568e-06,3.321282658959527e-06
3.526171875e-07,133.3564986484209,-57.45381290609514,145.20639224639828,2.1566068908736853e-06,2.5310739876059974e-06,3.325250187955726e-06
3.527105712890625e-07,186.24026283444027,128.42827725390828,226.22833133594943,2.1739987122931613e-06,2.5430671067587367e-06,3.345662970254263e-06
3.52803955078125e-07,-50.08107247658192,273.74346304638135,278.28689760933804,2.1693219519849844e-06,2.5686303085690987e-06,3.362115315313222e-06
3.528973388671875e-07,-270.1363374150652,47.816142938662345,274.3356052676294,2.1440955972336997e-06,2.573095561175065e-06,3.349323319271485e-06
3.5299072265625e-07,-107.14347795765963,-200.13169252473196,227.00753120034884,2.1340901332886787e-06,2.5544065054156143e-06,3.328563247395143e-06
3.530841064453125e-07,117.04926844198883,-123.01982596810248,169.80697519250197,2.1450206374827855e-06,2.542918447936904e-06,3.326792414336201e-06
3.53177490234375e-07,120.7082794126783,44.73143753752482,128.7299119200456,2.1562928339855565e-06,2.5470956390643704e-06,3.3372586025716072e-06
3.532708740234375e-07,16.044947724667498,110.44207085823223,111.60148459112048,2.1577911719993953e-06,2.5574091381130215e-06,3.3461028438561943e-06
3.533642578125e-07,-93.08068011650701,57.49448751808852,109.40580014752024,2.149098945401602e-06,2.562778191207667e-06,3.344616320963575e-06
3.534576416015625e-07,-77.39949283460571,-83.82098239208756,114.09048417913228,2.1418710874891904e-06,2.5549506702689525e-06,3.3339743074789724e-06
3.5355102539062497e-07,90.45987865015644,-103.07794469087293,137.14245268003518,2.150318573715676e-06,2.545324861224944e-06,3.332048711774244e-06
3.536444091796875e-07,160.24425785695703,78.88973716085624,178.610785803758,2.165282789689867e-06,2.5526918837991693e-06,3.3473400503894555e-06
3.5373779296874997e-07,-3.3659633926373367,219.12840601284046,219.154256247258,2.1649684632744167e-06,2.5731549246438744e-06,3.362768905707291e-06
3.538311767578125e-07,-211.3994695942488,121.66582741003772,243.91045345392396,2.1452271797979027e-06,2.5845165406068477e-06,3.358827980354762e-06
3.5392456054687497e-07,-215.33070826574578,-114.21525041331395,243.74666633454441,2.125118782358536e-06,2.57385068775453e-06,3.337789268660844e-06
3.540179443359375e-07,-11.68614633480381,-213.7588845296516,214.07808559383042,2.124027485734253e-06,2.553889073171378e-06,3.321722769621019e-06
3.5411132812499997e-07,137.0399322102142,-85.74661123840748,161.65526393857607,2.1368247938569107e-06,2.5458817297146664e-06,3.323783082774291e-06
3.542047119140625e-07,88.51346502196046,56.75801298213068,105.14801723224994,2.1450905166037125e-06,2.551182008026596e-06,3.3331581064362664e-06
3.54298095703125e-07,-18.059007088831162,61.92034213584657,64.50005044381555,2.1434040980950506e-06,2.556964364195288e-06,3.3365023433972393e-06
3.543914794921875e-07,-50.26600169979539,-14.155756554481005,52.221225287363424,2.138710068395302e-06,2.555642446011184e-06,3.332474916411144e-06
